,seed_id
C05830_n,cpd03461
C05831_n,cpd03462
C05922_c,cpd03518
C05923_c,cpd03519
C06148_c,cpd03666
C06196_c,cpd03704
C06197_c,cpd03705
C06198_c,cpd03706
C06206_r,cpd03713
C11062_c,cpd07946
C11174_c,cpd08050
C11588_m,cpd08405
C12126_c,cpd08908
C12126_r,cpd08908
C15498_c,cpd14475
C15810_r,cpd14546
C15813_r,cpd14549
C16219_r,cpd14938
C16617_c,cpd16421
C16675_c,NA
C16675_r,NA
C17023_n,cpd17287
C17324_c,cpd17469
C18040_r,cpd18023
C18075_a,cpd18056
C18075_r,cpd18056
C19673_a,NA
C19845_c,NA
C19846_a,NA
C19852_c,NA
C20119_c,NA
C20120_c,NA
C20183_n,NA
C20372_a,NA
C20373_a,NA
C20374_a,NA
C20375_a,NA
C20376_a,NA
C20377_a,NA
C20378_a,NA
C20440_c,NA
C20446_c,NA
C20641_c,NA
C20649_n,NA
C20659_n,NA
C20660_n,NA
C20663_n,NA
C20690_c,NA
C20751_c,NA
C20751_n,NA
C20752_n,NA
C20863_n,NA
C20969_c,NA
C21015_c,NA
C21016_c,NA
C21017_m,NA
C21018_m,NA
C04500_r,cpd12559
C04537_c,cpd12568
C04537_r,cpd12568
C00058_e,cpd00047
C00184_e,cpd00157
C00195_e,cpd00167
C00250_e,cpd00215
C00314_e,cpd00263
C00319_e,cpd00267
C00534_e,cpd00419
C00831_e,cpd00620
C00864_e,cpd00644
C01335_e,cpd11848
C02763_e,cpd01784
C04079_e,cpd02524
C05350_e,cpd03174
C12126_e,cpd08908
C15498_e,cpd14475
C00160_e,cpd00139
C00427_e,cpd00336
C00546_e,cpd00428
C00584_e,cpd00454
C00696_e,cpd00527
C00989_e,cpd00728
C01449_e,NA
C01563_e,cpd01101
C02170_e,cpd01468
C02356_e,cpd01573
C02723_e,cpd01766
C16675_e,NA
C21015_e,NA
C21016_e,NA
C00032_c,cpd00028
C00032_e,cpd00028
C00112_a,cpd00096
C00112_r,cpd00096
C00129_m,cpd00113
C00156_c,cpd00136
C00156_e,cpd00136
C00430_c,cpd00338
C00430_e,cpd00338
C00725_c,cpd00541
C00725_e,cpd00541
C04146_m,cpd02557
C04216_m,cpd02590
C05198_c,cpd03091
C05198_e,cpd03091
C05809_m,cpd03443
C05813_m,cpd03447
C05814_m,cpd03448
C14818_c,cpd10515
C14818_e,cpd10515
C16240_c,cpd14957
C17023_c,cpd17287
C17023_e,cpd17287
C03657_c,cpd02295
C03657_m,cpd02295
C05818_m,cpd11425
C00060_c,cpd00049
C00093_c,cpd00080
C00266_c,cpd00229
C00288_r,cpd00242
C00445_c,cpd00347
C00493_c,cpd00383
C00550_r,cpd00431
C00712_r,cpd00536
C00885_c,cpd00658
C00944_c,cpd00699
C01005_c,cpd00738
C01530_a,cpd01080
C02637_c,cpd01716
C02679_a,cpd01741
C03172_c,cpd02027
C03175_c,cpd02030
C03232_c,cpd02069
C04691_c,cpd02857
C04874_c,cpd02961
C05690_c,cpd03391
C05817_c,cpd03451
C06424_a,cpd03847
C16519_c,cpd16335
C00162_r,NA
C03657_e,cpd02295
C00060_e,cpd00049
C00266_e,cpd00229
C00445_e,cpd00347
C00493_e,cpd00383
C00885_e,cpd00658
C00944_e,cpd00699
C02637_e,cpd01716
C03172_e,cpd02027
C04874_e,cpd02961
C05690_e,cpd03391
C05817_e,cpd03451
C16519_e,cpd16335
C00455_c,cpd00355
C01081_c,cpd00793
C01279_c,cpd00939
C01279_e,cpd00939
C04294_c,cpd02636
C04294_e,cpd02636
C04327_c,cpd02654
C04556_c,cpd02775
C04752_c,cpd02894
MQH24_m,NA
C00043_r,cpd00037
C00105_r,cpd00091
C00621_r,cpd11713
C03021_r,cpd12235
G00008_r,NA
G00009_r,NA
C00029_r,cpd00026
C00144_r,cpd00126
C00344_r,cpd11652
C00129_r,cpd00113
C00448_r,cpd00350
C02189_c,cpd12044
C05859_r,NA
Protein_c,NA
C00075_a,cpd00062
C04157_c,cpd12483
C00144_a,cpd00126
C00984_c,cpd00724
C01019_c,cpd00751
C02985_c,cpd01912
C01019_e,cpd00751
C00984_e,cpd00724
C17432_m,cpd02746
quinone_m,NA
C00029_e,cpd00026
C00043_e,cpd00037
C00096_e,cpd00083
2Fe2S_a,NA
2Fe2S_m,NA
4Fe4S_a,NA
4Fe4S_m,NA
C00016_a,cpd00015
C00042_c,cpd00036
C00042_e,cpd00036
C00232_m,cpd00199
C00268_c,cpd00231
C00272_c,cpd00233
C00272_e,cpd00233
C00334_c,cpd00281
C00334_e,cpd00281
C00334_m,cpd00281
C00536_c,cpd00421
C00536_e,cpd00421
C01352_a,cpd00982
C03684_c,cpd02315
C03684_e,cpd02315
C05650_c,NA
C05650_e,NA
C14818_a,cpd10515
C15811_a,cpd14547
C15812_a,cpd14548
SufBCD2Fe2S2_a,NA
SufBCD2Fe2S2_m,NA
SufBCD2Fe2S_a,NA
SufBCD2Fe2S_m,NA
SufBCD4Fe4S_a,NA
SufBCD4Fe4S_m,NA
SufBCD_a,NA
SufBCD_m,NA
G00144_c,NA
G00145_c,NA
G00143_c,NA
C00062_m,cpd00051
C00120_a,cpd00104
C00327_c,cpd00274
C00327_e,cpd00274
C00327_m,cpd00274
C00533_c,cpd00418
C00533_e,cpd00418
C00533_m,cpd00418
C01134_e,cpd00834
C02188_a,cpd12043
C05921_a,cpd03517
C06249_a,NA
C15811_c,cpd14547
Protein_a,NA
C00249_r,cpd00214
C01595_r,cpd01122
